name,flag,description,source,header,cfg,is_analysis
Thumb2SizeReduce,-thumb2-reduce-size,Thumb2 instruction size reduce pass,lib/Target/ARM/Thumb2SizeReduction.cpp,,False,False
TwoAddressInstructionPass,-twoaddressinstruction,Two-Address instruction pass,lib/CodeGen/TwoAddressInstructionPass.cpp,,False,False
TypeBasedAAWrapperPass,-tbaa,Type-Based Alias Analysis,lib/Analysis/TypeBasedAliasAnalysis.cpp,,False,True
TypePromotionLegacy,-type-promotion,Type Promotion,lib/CodeGen/TypePromotion.cpp,,False,False
UniformityInfoWrapperPass,-uniforminfo,Uniform Info Analysis,lib/Analysis/UniformityAnalysis.cpp,,True,True
UnifyFunctionExitNodesLegacyPass,-mergereturn,Unify function exit nodes,lib/Transforms/Utils/UnifyFunctionExitNodes.cpp,,False,False
UnifyLoopExitsLegacyPass,-unify-loop-exits,Fixup each natural loop to have a single exit block,lib/Transforms/Utils/UnifyLoopExits.cpp,,False,False
UnpackMachineBundles,-unpack-mi-bundles,Unpack machine instruction bundles,lib/CodeGen/MachineInstrBundle.cpp,,False,False
UnreachableBlockElimLegacyPass,-unreachableblockelim,Remove unreachable blocks from the CFG,lib/CodeGen/UnreachableBlockElim.cpp,,False,False
UnreachableMachineBlockElim,-unreachable-mbb-elimination,Remove unreachable machine basic blocks,lib/CodeGen/UnreachableBlockElim.cpp,,False,False
VEDAGToDAGISel,-ve-isel,VE DAG->DAG Pattern Instruction Selection,lib/Target/VE/VEISelDAGToDAG.cpp,,False,False
VectorCombineLegacyPass,-vector-combine,Optimize scalar/vector ops,lib/Transforms/Vectorize/VectorCombine.cpp,,False,False
VerifierLegacyPass,-verify,Module Verifier,lib/IR/Verifier.cpp,,False,False
VirtRegMap,-virtregmap,Virtual Register Map,lib/CodeGen/VirtRegMap.cpp,,False,False
VirtRegRewriter,-virtregrewriter,Virtual Register Rewriter,lib/CodeGen/VirtRegMap.cpp,,False,False
WarnMissedTransformationsLegacy,-transform-warning,Warn about non-applied transformations,lib/Transforms/Scalar/WarnMissedTransforms.cpp,,False,False
WasmEHPrepare,-wasmehprepare,Prepare WebAssembly exceptions,lib/CodeGen/WasmEHPrepare.cpp,,False,False
WebAssemblyAddMissingPrototypes,-wasm-add-missing-prototypes,Add prototypes to prototypes-less functions,lib/Target/WebAssembly/WebAssemblyAddMissingPrototypes.cpp,,False,False
WebAssemblyArgumentMove,-wasm-argument-move,Move ARGUMENT instructions for WebAssembly,lib/Target/WebAssembly/WebAssemblyArgumentMove.cpp,,False,False
WebAssemblyCFGSort,-wasm-cfg-sort,Reorders blocks in topological order,lib/Target/WebAssembly/WebAssemblyCFGSort.cpp,,False,False
WebAssemblyCFGStackify,-wasm-cfg-stackify,Insert BLOCK/LOOP/TRY markers for WebAssembly scopes,lib/Target/WebAssembly/WebAssemblyCFGStackify.cpp,,False,False
WebAssemblyDAGToDAGISel,-wasm-isel,WebAssembly Instruction Selection,lib/Target/WebAssembly/WebAssemblyISelDAGToDAG.cpp,,False,False
WebAssemblyDebugFixup,-wasm-debug-fixup,Ensures debug_value's that have been stackified become stack relative,lib/Target/WebAssembly/WebAssemblyDebugFixup.cpp,,False,False
WebAssemblyExceptionInfo,-wasm-exception-info,WebAssembly Exception Information,lib/Target/WebAssembly/WebAssemblyExceptionInfo.cpp,,True,True
WebAssemblyExplicitLocals,-wasm-explicit-locals,Convert registers to WebAssembly locals,lib/Target/WebAssembly/WebAssemblyExplicitLocals.cpp,,False,False
WebAssemblyFixBrTableDefaults,-wasm-fix-br-table-defaults,Removes range checks and sets br_table default targets,lib/Target/WebAssembly/WebAssemblyFixBrTableDefaults.cpp,,False,False
WebAssemblyFixIrreducibleControlFlow,-wasm-fix-irreducible-control-flow,Removes irreducible control flow,lib/Target/WebAssembly/WebAssemblyFixIrreducibleControlFlow.cpp,,False,False
WebAssemblyLateEHPrepare,-wasm-late-eh-prepare,WebAssembly Late Exception Preparation,lib/Target/WebAssembly/WebAssemblyLateEHPrepare.cpp,,False,False
WebAssemblyLowerBrUnless,-wasm-lower-br_unless,Lowers br_unless into inverted br_if,lib/Target/WebAssembly/WebAssemblyLowerBrUnless.cpp,,False,False
WebAssemblyLowerEmscriptenEHSjLj,-wasm-lower-em-ehsjlj,WebAssembly Lower Emscripten Exceptions / Setjmp / Longjmp,lib/Target/WebAssembly/WebAssemblyLowerEmscriptenEHSjLj.cpp,,False,False
WebAssemblyLowerRefTypesIntPtrConv,-wasm-lower-reftypes-intptr-conv,WebAssembly Lower RefTypes Int-Ptr Conversions,lib/Target/WebAssembly/WebAssemblyLowerRefTypesIntPtrConv.cpp,,False,False
WebAssemblyMCLowerPrePass,-wasm-mclower-prepass,Collects information ahead of time for MC lowering,lib/Target/WebAssembly/WebAssemblyMCLowerPrePass.cpp,,False,False
WebAssemblyMemIntrinsicResults,-wasm-mem-intrinsic-results,Optimize memory intrinsic result values for WebAssembly,lib/Target/WebAssembly/WebAssemblyMemIntrinsicResults.cpp,,False,False
WebAssemblyNullifyDebugValueLists,-wasm-nullify-dbg-value-lists,WebAssembly Nullify DBG_VALUE_LISTs,lib/Target/WebAssembly/WebAssemblyNullifyDebugValueLists.cpp,,False,False
WebAssemblyOptimizeLiveIntervals,-wasm-optimize-live-intervals,Optimize LiveIntervals for WebAssembly,lib/Target/WebAssembly/WebAssemblyOptimizeLiveIntervals.cpp,,False,False
WebAssemblyPeephole,-wasm-peephole,WebAssembly peephole optimizations,lib/Target/WebAssembly/WebAssemblyPeephole.cpp,,False,False
WebAssemblyRegColoring,-wasm-reg-coloring,Minimize number of registers used,lib/Target/WebAssembly/WebAssemblyRegColoring.cpp,,False,False
WebAssemblyRegNumbering,-wasm-reg-numbering,Assigns WebAssembly register numbers for virtual registers,lib/Target/WebAssembly/WebAssemblyRegNumbering.cpp,,False,False
WebAssemblyRegStackify,-wasm-reg-stackify,Reorder instructions to use the WebAssembly value stack,lib/Target/WebAssembly/WebAssemblyRegStackify.cpp,,False,False
WebAssemblyReplacePhysRegs,-wasm-replace-phys-regs,Replace physical registers with virtual registers,lib/Target/WebAssembly/WebAssemblyReplacePhysRegs.cpp,,False,False
WebAssemblySetP2AlignOperands,-wasm-set-p2align-operands,Set the p2align operands for WebAssembly loads and stores,lib/Target/WebAssembly/WebAssemblySetP2AlignOperands.cpp,,False,False
WinEHPrepare,-winehprepare,Prepare Windows exceptions,lib/CodeGen/WinEHPrepare.cpp,,False,False
WinEHStatePass,-x86-winehstate,Insert stores for EH state numbers,lib/Target/X86/X86WinEHState.cpp,,False,False
WriteBitcodePass,-write-bitcode,Write Bitcode,lib/Bitcode/Writer/BitcodeWriterPass.cpp,,False,True
WriteDXILPass,-dxil-write-bitcode,Write Bitcode,lib/Target/DirectX/DXILWriter/DXILWriterPass.cpp,,False,True
X86AvoidSFBPass,-x86-avoid-SFB,Machine code sinking,lib/Target/X86/X86AvoidStoreForwardingBlocks.cpp,,False,False
X86AvoidTrailingCallPass,-x86-avoid-trailing-call,X86 avoid trailing call pass,lib/Target/X86/X86AvoidTrailingCall.cpp,,False,False
X86CallFrameOptimization,-x86-cf-opt,X86 Call Frame Optimization,lib/Target/X86/X86CallFrameOptimization.cpp,,False,False
X86CmovConverterPass,-x86-cmov-conversion,X86 cmov Conversion,lib/Target/X86/X86CmovConversion.cpp,,False,False
X86DAGToDAGISel,-x86-isel,X86 DAG->DAG Instruction Selection,lib/Target/X86/X86ISelDAGToDAG.cpp,,False,False
X86DomainReassignment,-x86-domain-reassignment,X86 Domain Reassignment Pass,lib/Target/X86/X86DomainReassignment.cpp,,False,False
X86ExecutionDomainFix,-x86-execution-domain-fix,X86 Execution Domain Fix,lib/Target/X86/X86TargetMachine.cpp,,False,False
X86ExpandPseudo,-x86-pseudo,X86 pseudo instruction expansion pass,lib/Target/X86/X86ExpandPseudo.cpp,,False,False
X86FastPreTileConfig,-fastpretileconfig,Fast Tile Register Preconfigure,lib/Target/X86/X86FastPreTileConfig.cpp,,False,False
X86FastTileConfig,-fasttileconfig,Fast Tile Register Configure,lib/Target/X86/X86FastTileConfig.cpp,,False,False
X86FixupSetCCPass,-x86-fixup-setcc,x86-fixup-setcc,lib/Target/X86/X86FixupSetCC.cpp,,False,False
X86FlagsCopyLoweringPass,-x86-flags-copy-lowering,X86 EFLAGS copy lowering,lib/Target/X86/X86FlagsCopyLowering.cpp,,False,False
X86KCFI,-x86-kcfi,Insert KCFI indirect call checks,lib/Target/X86/X86KCFI.cpp,,False,False
X86LoadValueInjectionLoadHardeningPass,-x86-lvi-load,X86 LVI load hardening,lib/Target/X86/X86LoadValueInjectionLoadHardening.cpp,,False,False
X86LoadValueInjectionRetHardeningPass,-x86-lvi-ret,X86 LVI ret hardener,lib/Target/X86/X86LoadValueInjectionRetHardening.cpp,,False,False
X86LowerAMXIntrinsicsLegacyPass,-lower-amx-intrinsics,Lower AMX intrinsics,lib/Target/X86/X86LowerAMXIntrinsics.cpp,,False,False
X86LowerAMXTypeLegacyPass,-lower-amx-type,Lower AMX type for load/store,lib/Target/X86/X86LowerAMXType.cpp,,False,False
X86LowerTileCopy,-lowertilecopy,Tile Copy Lowering,lib/Target/X86/X86LowerTileCopy.cpp,,False,False
X86OptimizeLEAPass,-x86-optimize-LEAs,X86 optimize LEA pass,lib/Target/X86/X86OptimizeLEAs.cpp,,False,False
X86PartialReduction,-x86-partial-reduction,X86 Partial Reduction,lib/Target/X86/X86PartialReduction.cpp,,False,False
X86PreAMXConfigPass,-pre-amx-config,Pre AMX Tile Config,lib/Target/X86/X86PreAMXConfig.cpp,,False,False
X86PreTileConfig,-tilepreconfig,Tile Register Pre-configure,lib/Target/X86/X86PreTileConfig.cpp,,False,False
X86ReturnThunks,-x86-return-thunks,X86 Return Thunks,lib/Target/X86/X86ReturnThunks.cpp,,False,False
X86SpeculativeExecutionSideEffectSuppression,-x86-seses,X86 Speculative Execution Side Effect Suppression,lib/Target/X86/X86SpeculativeExecutionSideEffectSuppression.cpp,,False,False
X86SpeculativeLoadHardeningPass,-x86-slh,X86 speculative load hardener,lib/Target/X86/X86SpeculativeLoadHardening.cpp,,False,False
X86TileConfig,-tileconfig,Tile Register Configure,lib/Target/X86/X86TileConfig.cpp,,False,False
XCoreDAGToDAGISel,-xcore-isel,XCore DAG->DAG Pattern Instruction Selection,lib/Target/XCore/XCoreISelDAGToDAG.cpp,,False,False
XCoreLowerThreadLocal,-xcore-lower-thread-local,Lower thread local variables,lib/Target/XCore/XCoreLowerThreadLocal.cpp,,False,False
XRayInstrumentation,-xray-instrumentation,Insert XRay ops,lib/CodeGen/XRayInstrumentation.cpp,,False,False
